Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability,Area_SqFt,Region,Price_Lakh,Latitude,Longitude,USD
Unnamed Property,Andheri West Mumbai,1.56 Crore,28696,Built Up Area,2,2,5,1 to 5 Year,Ready To Move,575,Andheri Mumbai,156,19.1172495,72.833968,1835.294118
Unnamed Property,Sector 14 Koparkhairane Navi Mumbai Mumbai,1.71 Crore,21375,Carpet Area,2,2,4,10+ Year,Ready To Move,800,Koparkhairane Navi-Mumbai,171,19.1058398,72.999981,2011.764706
Sai Karuna CHS ,Sector 29 Vashi Navi Mumbai Mumbai,1.1 Crore,17322,Super Built Up Area,1,1,6,10+ Year,Ready To Move,635,Vashi Navi-Mumbai,110,19.0895371,73.005083,1294.117647
Unnamed Property,Malad East Mumbai,1.7 Crore,25000,Carpet Area,2,2,15,1 to 5 Year,Ready To Move,680,Malad Mumbai,170,19.1860219,72.8563181,2000
Unnamed Property,Panvel Navi Mumbai Mumbai,73 Lac,14600,Carpet Area,2,1,26,5 to 10 Year,Ready To Move,500,Panvel Navi-Mumbai,73,19.0392786,73.0992311,858.8235294
Dnyaneshawari Apartments ,Sector 16 Ghansoli Navi Mumbai Mumbai,72 Lac,11707,Super Built Up Area,1,1,8,5 to 10 Year,Ready To Move,615,Ghansoli Navi-Mumbai,72,19.1163253,72.99476144,847.0588235
Unnamed Property,Kandivali West Mumbai,3.15 Crore,30761,Carpet Area,3,3,4,10+ Year,Ready To Move,1024,Kandivali Mumbai,315,19.2084002,72.8422235,3705.882353
Unnamed Property,Bhagat Colony Mumbai,1.7 Crore,25449,Carpet Area,2,2,5,10+ Year,Ready To Move,668,Bhagat Colony,170,19.01926785,72.85060836,2000
Delta Tower ,Ulwe Navi Mumbai Mumbai,1.1 Crore,8560,Super Built Up Area,2,2,3,0 to 1 Year,Ready To Move,1285,Ulwe Navi-Mumbai,110,18.97686135,73.02013111,1294.117647
LK Prince Tower ,Kamothe Navi Mumbai Mumbai,84 Lac,7636,Built Up Area,2,2,9,0 to 1 Year,Ready To Move,1100,Kamothe Navi-Mumbai,84,19.0173837,73.0954838,988.2352941
Shanti Green Palms ,Sector 15 Ghansoli Navi Mumbai Mumbai,1.65 Crore,14347,Super Built Up Area,2,2,7,1 to 5 Year,Ready To Move,1150,Ghansoli Navi-Mumbai,165,19.1229321,72.99130752,1941.176471
Unnamed Property,401 Naupada Thane Mumbai,95 Lac,19000,Super Built Up Area,1,1,4,1 to 5 Year,Ready To Move,730,Naupada Thane,95,19.2000627,72.9666732,1117.647059
Unnamed Property,Jogeshwari West Mumbai,1.18 Crore,24655,Carpet Area,2,1,1,5 to 10 Year,Ready To Move,580,Jogeshwari Mumbai,118,19.136394,72.8373817,1388.235294
Unnamed Property,Andheri West Mumbai,2.99 Crore,38580,Carpet Area,2,2,4,10+ Year,Ready To Move,775,Andheri Mumbai,299,19.1172495,72.833968,3517.647059
Sheffield Towers ,Lokhandwala Andheri West Mumbai,3.1 Crore,29523,Super Built Up Area,2,2,6,10+ Year,Ready To Move,1050,Lokhandwala Andheri,310,19.1312947,72.8246301,3647.058824
Ashok Nagar ,Balkum Thane Mumbai,1.01 Crore,10224,Built Up Area,1,2,1,5 to 10 Year,Ready To Move,890,Balkum Thane,101,19.22169075,72.98449242,1188.235294
Unnamed Property,Thane West Thane Mumbai,2.5 Crore,16666,Carpet Area,3,3,3,10+ Year,Ready To Move,1500,Thane Thane,250,19.03160615,73.0142513,2941.176471
Unnamed Property,Shastri Nagar Mumbai,2.45 Crore,30625,Built Up Area,2,2,4,10+ Year,Ready To Move,800,Shastri Nagar,245,19.1380387,72.8280164,2882.352941
Unnamed Property,Thakur Village Mumbai,1.45 Crore,18471,Super Built Up Area,2,2,2,10+ Year,Ready To Move,785,Thakur Village,145,19.2097189,72.8759248,1705.882353
Shree Niketan ,Shankar Pada Mumbai,1.42 Crore,22049,Carpet Area,2,2,6,5 to 10 Year,Ready To Move,644,Shankar Pada,142,19.16792145,72.95188415,1670.588235
Unnamed Property,Thane West Thane Mumbai,1.35 Crore,19508,Carpet Area,3,2,4,5 to 10 Year,Ready To Move,692,Thane Thane,135,19.03160615,73.0142513,1588.235294
Lalani Grandeur ,1801 Goregaon East Mumbai,1.24 Crore,30243,Carpet Area,1,2,18,5 to 10 Year,Ready To Move,410,Goregaon Mumbai,124,19.1692623,72.8552548,1458.823529
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,1.4 Crore,10370,Super Built Up Area,2,2,8,1 to 5 Year,Ready To Move,1350,Ulwe Navi-Mumbai,140,18.97686135,73.02013111,1647.058824
Hiranandani Eagleridge ,6001 Hiranandani Estate Thane Mumbai,2.15 Crore,22631,Carpet Area,3,3,6,1 to 5 Year,Ready To Move,950,Hiranandani-Estate Thane,215,19.2570093,72.9839263,2529.411765
Balaji Symphony ,New Panvel Navi Mumbai Mumbai,80 Lac,7619,Built Up Area,2,2,28,0 to 1 Year,Ready To Move,1050,Panvel Navi-Mumbai,80,18.9949462,73.1146581,941.1764706
Unnamed Property,Airoli Navi Mumbai Mumbai,1.1 Crore,10280,Built Up Area,2,2,7,1 to 5 Year,Ready To Move,1070,Airoli Navi-Mumbai,110,19.1582719,72.9967088,1294.117647
Westin Eksar Gurukripa CHSL ,Borivali West Mumbai,2 Crore,32733,Carpet Area,2,2,12,0 to 1 Year,Ready To Move,611,Borivali Mumbai,200,19.2294561,72.8479905,2352.941176
Prabhu Anant ,Roadpali Navi Mumbai Mumbai,40.5 Lac,9902,Carpet Area,1,1,4,0 to 1 Year,Ready To Move,409,Roadpali Navi-Mumbai,40.5,19.0392786,73.0992311,476.4705882
Unnamed Property,Kamothe Navi Mumbai Mumbai,59.5 Lac,5409,Super Built Up Area,2,2,7,10+ Year,Ready To Move,1100,Kamothe Navi-Mumbai,59.5,19.0173837,73.0954838,700
Unnamed Property,Rabale Navi Mumbai Mumbai,1.2 Crore,25000,Carpet Area,2,2,3,5 to 10 Year,Ready To Move,480,Rabale Navi-Mumbai,120,19.1366355,73.00278237,1411.764706
5P Bhagwati Heritage ,Sector 21 Kamothe Navi Mumbai Mumbai,1.16 Crore,9469,Super Built Up Area,2,2,3,1 to 5 Year,Ready To Move,1225,Kamothe Navi-Mumbai,116,19.0173837,73.0954838,1364.705882
Jai Gurudeo Complex ,Sector 17 Kamothe Navi Mumbai Mumbai,1.06 Crore,9217,Built Up Area,2,2,5,1 to 5 Year,Ready To Move,1150,Kamothe Navi-Mumbai,106,19.0173837,73.0954838,1247.058824
Unnamed Property,Sector 58 Seawoods Navi Mumbai Mumbai,2.45 Crore,22072,Super Built Up Area,2,3,6,10+ Year,Ready To Move,1110,Seawoods Navi-Mumbai,245,19.0214035,73.0241017,2882.352941
Balaji Symphony ,New Panvel Navi Mumbai Mumbai,90 Lac,8530,Super Built Up Area,2,2,21,1 to 5 Year,Ready To Move,1055,Panvel Navi-Mumbai,90,18.9949462,73.1146581,1058.823529
Unnamed Property,Kharghar Navi Mumbai Mumbai,1.65 Crore,17368,Carpet Area,3,3,10,1 to 5 Year,Ready To Move,950,Kharghar Navi-Mumbai,165,19.025773,73.05918453,1941.176471
Hiranandani Fortune City ,Panvel Navi Mumbai Mumbai,54 Lac,13500,Carpet Area,1,1,17,0 to 1 Year,Ready To Move,400,Panvel Navi-Mumbai,54,19.0392786,73.0992311,635.2941176
Ashar Edge ,Pokhran 2 Thane Mumbai,1.65 Crore,22696,Carpet Area,2,2,27,0 to 1 Year,Ready To Move,727,Pokhran Thane,165,19.2209997,72.96302047,1941.176471
Unnamed Property,Dombivli East Thane Mumbai,63.5 Lac,7957,Carpet Area,3,2,8,1 to 5 Year,Ready To Move,798,Dombivli Thane,63.5,19.2111814,73.091129,747.0588235
Mahavir Kalpavruksha ,Ghodbunder Road Thane Mumbai,59 Lac,13720,Carpet Area,1,2,15,1 to 5 Year,Ready To Move,430,Road Thane,59,19.2777851,72.957062,694.1176471
Lok Sarita ,Marol Mumbai,1.08 Crore,20769,Built Up Area,1,1,5,10+ Year,Ready To Move,520,Marol Mumbai,108,19.11314845,72.8758807,1270.588235
Snow Drop ,IC Colony Mumbai,1.15 Crore,27380,Carpet Area,1,2,4,1 to 5 Year,Ready To Move,420,Ic Colony,115,19.2474742,72.8480292,1352.941176
Vijay Galaxy ,1306 Vijay Nagari Thane Mumbai,1.15 Crore,17692,Carpet Area,2,2,13,5 to 10 Year,Ready To Move,650,Nagari Thane,115,19.2548072,72.97469706,1352.941176
Unnamed Property,Ghodbunder Road Thane Mumbai,1.75 Crore,12275,Built Up Area,3,3,9,5 to 10 Year,Ready To Move,1450,Road Thane,175,19.2777851,72.957062,2058.823529
Raunak Unnathi Greens ,Ghodbunder Road Thane Mumbai,47 Lac,7121,Super Built Up Area,1,2,13,1 to 5 Year,Ready To Move,660,Road Thane,47,19.2777851,72.957062,552.9411765
The Pearl ,New Panvel Navi Mumbai Mumbai,64 Lac,6844,Super Built Up Area,2,2,4,5 to 10 Year,Ready To Move,935,Panvel Navi-Mumbai,64,18.9949462,73.1146581,752.9411765
Unnamed Property,Lokpuram Thane Mumbai,66 Lac,11681,Built Up Area,1,1,3,10+ Year,Ready To Move,565,Lokpuram Thane,66,19.2262355,72.96916562,776.4705882
Rupa Suyash Park ,Ulwe Navi Mumbai Mumbai,90 Lac,7500,Super Built Up Area,2,2,6,0 to 1 Year,Ready To Move,1200,Ulwe Navi-Mumbai,90,18.97686135,73.02013111,1058.823529
Unnamed Property,Pokhran 2 Thane Mumbai,2.05 Crore,25689,Carpet Area,2,2,26,1 to 5 Year,Ready To Move,798,Pokhran Thane,205,19.2209997,72.96302047,2411.764706
Unnamed Property,Sector 21 Nerul Navi Mumbai Mumbai,80 Lac,12800,Carpet Area,1,2,3,0 to 1 Year,Ready To Move,540,Nerul Navi-Mumbai,80,19.0316759,73.0216566,941.1764706
Lodha Palava City ,0000 Dombivli East Thane Mumbai,65 Lac,8507,Carpet Area,2,2,1,1 to 5 Year,Ready To Move,764,Dombivli Thane,65,19.2111814,73.091129,764.7058824
Unnamed Property,Lokhandwala Andheri West Mumbai,2.8 Crore,31111,Carpet Area,2,2,15,0 to 1 Year,Ready To Move,900,Lokhandwala Andheri,280,19.1312947,72.8246301,3294.117647
Vihan Sunshine Heights ,Sector 15 Ghansoli Navi Mumbai Mumbai,75 Lac,13181,Carpet Area,1,2,10,1 to 5 Year,Ready To Move,569,Ghansoli Navi-Mumbai,75,19.1229321,72.99130752,882.3529412
BM Bunch Berry ,105 Sai Nagar Mumbai,82.5 Lac,23571,Built Up Area,1,1,1,10+ Year,Ready To Move,350,Sai Nagar,82.5,19.1490182,72.9257057,970.5882353
Paradigm Ananda Residency ,Shivaji Nagar Mumbai,1.8 Crore,27067,Carpet Area,2,2,13,1 to 5 Year,Ready To Move,665,Shivaji Nagar,180,19.0637885,72.9249,2117.647059
Gundecha Asta ,Sakinaka Mumbai,2 Crore,22222,Carpet Area,3,2,7,1 to 5 Year,Ready To Move,900,Sakinaka Mumbai,200,19.1008628,72.8798081,2352.941176
Unnamed Property,Sector 21 Nerul Navi Mumbai Mumbai,2.1 Crore,16153,Carpet Area,3,2,3,10+ Year,Ready To Move,1300,Nerul Navi-Mumbai,210,19.0316759,73.0216566,2470.588235
Hiranandani Jasper ,9001 Hiranandani Estate Thane Mumbai,1.45 Crore,19333,Carpet Area,2,2,9,5 to 10 Year,Ready To Move,750,Hiranandani-Estate Thane,145,19.2570093,72.9839263,1705.882353
Unnamed Property,Sector 11 Sanpada Navi Mumbai Mumbai,2.16 Crore,28800,Carpet Area,2,2,14,1 to 5 Year,Ready To Move,750,Sanpada Navi-Mumbai,216,19.0692829,73.0010786,2541.176471
Unnamed Property,Malad West Mumbai,1.1 Crore,15471,Carpet Area,2,2,1,5 to 10 Year,Ready To Move,711,Malad Mumbai,110,19.1840129,72.8412155,1294.117647
Paradise Sai Solitaire ,Kharghar Navi Mumbai Mumbai,1.75 Crore,8684,Super Built Up Area,3,3,10,1 to 5 Year,Ready To Move,2015,Kharghar Navi-Mumbai,175,19.025773,73.05918453,2058.823529
Rustomjee Azziano ,Majiwada Thane Mumbai,1.6 Crore,15267,Built Up Area,2,2,33,1 to 5 Year,Ready To Move,1048,Majiwada Thane,160,19.2000627,72.9666732,1882.352941
Unnamed Property,501 Andheri East Mumbai,55 Lac,18333,Built Up Area,1,1,5,1 to 5 Year,Ready To Move,300,Andheri Mumbai,55,19.1158835,72.854202,647.0588235
Balaji Heights ,Kharghar Navi Mumbai Mumbai,1.27 Crore,10583,Carpet Area,2,2,18,1 to 5 Year,Ready To Move,1200,Kharghar Navi-Mumbai,127,19.025773,73.05918453,1494.117647
Shital Tapovan Heights ,Ulwe Navi Mumbai Mumbai,60 Lac,8955,Super Built Up Area,1,2,9,1 to 5 Year,Ready To Move,670,Ulwe Navi-Mumbai,60,18.97686135,73.02013111,705.8823529
Unnamed Property,Sector 30 Belapur Navi Mumbai Mumbai,1.7 Crore,22666,Carpet Area,2,2,13,5 to 10 Year,Ready To Move,750,Belapur Navi-Mumbai,170,19.0214035,73.0241017,2000
Cosmos Empress Park ,1104 Anand Nagar Thane Mumbai,1.05 Crore,10000,Super Built Up Area,2,2,11,1 to 5 Year,Ready To Move,1050,Nagar Thane,105,19.17860295,72.97207161,1235.294118
Unnamed Property,101 Manpada Thane Mumbai,7.5 Crore,27777,Plot Area,4,4,2,5 to 10 Year,Ready To Move,2700,Manpada Thane,750,19.2336292,72.976389,8823.529412
The Pearl ,New Panvel Navi Mumbai Mumbai,45 Lac,6766,Built Up Area,1,1,0,5 to 10 Year,Ready To Move,665,Panvel Navi-Mumbai,45,18.9949462,73.1146581,529.4117647
Unnamed Property,700 Kharghar Navi Mumbai Mumbai,1.08 Crore,10285,Super Built Up Area,2,2,15,1 to 5 Year,Ready To Move,1050,Kharghar Navi-Mumbai,108,19.0433404,73.0663401,1270.588235
Dnyaneshawari Apartments ,Sector 16 Ghansoli Navi Mumbai Mumbai,1.15 Crore,12105,Super Built Up Area,2,2,7,1 to 5 Year,Ready To Move,950,Ghansoli Navi-Mumbai,115,19.1163253,72.99476144,1352.941176
Mallhar Bhimashankar Heights ,Kandarpada Mumbai,1.94 Crore,25763,Carpet Area,2,3,14,0 to 1 Year,Ready To Move,753,Kandarpada Mumbai,194,19.2565945,72.8505837,2282.352941
Veda CHS ,IC Colony Mumbai,90 Lac,21428,Carpet Area,1,1,5,10+ Year,Ready To Move,420,Ic Colony,90,19.2474742,72.8480292,1058.823529
Chheda Palladium ,Borivali West Mumbai,3 Crore,32085,Carpet Area,3,3,13,1 to 5 Year,Ready To Move,935,Borivali Mumbai,300,19.2294561,72.8479905,3529.411765
Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,2.12 Crore,16220,Built Up Area,2,2,4,1 to 5 Year,Ready To Move,1307,Malad Malad,212,19.1827254,72.86096607,2494.117647
Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,3.16 Crore,16466,Built Up Area,3,3,6,1 to 5 Year,Ready To Move,1919,Malad Malad,316,19.1827254,72.86096607,3717.647059
Indiabulls Greens ,007 Panvel Navi Mumbai Mumbai,69 Lac,7744,Carpet Area,2,2,14,0 to 1 Year,Ready To Move,891,Panvel Navi-Mumbai,69,19.0629237,73.0190066,811.7647059
Orovia Phase 1 ,121 Hiranandani Estate Thane Mumbai,1.24 Crore,16083,Carpet Area,2,2,3,0 to 1 Year,Ready To Move,771,Hiranandani-Estate Thane,124,19.2570093,72.9839263,1458.823529
Unnamed Property,Malad West Mumbai,2.1 Crore,14000,Carpet Area,4,4,7,5 to 10 Year,Ready To Move,1500,Malad Mumbai,210,19.1840129,72.8412155,2470.588235
Rna NG Suncity Phase 3 ,Thakur Village Mumbai,1.25 Crore,12626,Super Built Up Area,2,2,8,5 to 10 Year,Ready To Move,990,Thakur Village,125,19.2097189,72.8759248,1470.588235
Lokhandwala Spring Leaf ,Lokhandwala Kandivali East Mumbai,68 Lac,16000,Super Built Up Area,1,1,2,1 to 5 Year,Ready To Move,425,Lokhandwala Kandivali,68,19.198814,72.8730296,800
Unnamed Property,Dahisar East Mumbai,92 Lac,15333,Super Built Up Area,1,1,3,5 to 10 Year,Ready To Move,600,Dahisar Mumbai,92,19.2486925,72.8640593,1082.352941
Hiranandani Northside ,Hiranandani Meadows Thane Mumbai,3.4 Crore,19101,Built Up Area,3,3,8,10+ Year,Ready To Move,1780,Meadows Thane,340,19.2274375,72.97185296,4000
Status Vihar ,Kharghar Navi Mumbai Mumbai,88 Lac,7333,Super Built Up Area,2,2,5,5 to 10 Year,Ready To Move,1200,Kharghar Navi-Mumbai,88,19.025773,73.05918453,1035.294118
Unnamed Property,Sector 17 Koparkhairane Navi Mumbai Mumbai,68 Lac,9066,Built Up Area,1,1,1,10+ Year,Ready To Move,750,Koparkhairane Navi-Mumbai,68,19.10083655,72.99854111,800
Mittal Tower CHS ,Koparkhairane Navi Mumbai Mumbai,1.2 Crore,18461,Carpet Area,2,2,4,10+ Year,Ready To Move,650,Koparkhairane Navi-Mumbai,120,19.10083655,72.99854111,1411.764706
Unnamed Property,Jankalyan Nagar Mumbai,83 Lac,13280,Built Up Area,1,2,7,5 to 10 Year,Ready To Move,625,Jankalyan Nagar,83,19.1068579,72.8671624,976.4705882
Amar New Tashkent Terrace CHSL ,Borivali West Mumbai,2.28 Crore,30000,Carpet Area,2,2,7,1 to 5 Year,Ready To Move,761,Borivali Mumbai,228,19.2294561,72.8479905,2682.352941
Amar New Tashkent Terrace CHSL ,Borivali West Mumbai,4.42 Crore,30000,Carpet Area,4,4,7,1 to 5 Year,Ready To Move,1472,Borivali Mumbai,442,19.2294561,72.8479905,5200
One Hiranandani Park ,1303 Hiranandani Estate Thane Mumbai,1.55 Crore,27728,Carpet Area,2,2,5,1 to 5 Year,Ready To Move,559,Hiranandani-Estate Thane,155,19.2570093,72.9839263,1823.529412
Regency Towers ,503 Thane West Thane Mumbai,1.3 Crore,11304,Super Built Up Area,2,2,5,10+ Year,Ready To Move,1150,Thane Thane,130,19.03160615,73.0142513,1529.411765
Om Shree Apartment ,110 Ghansoli Navi Mumbai Mumbai,77 Lac,11937,Super Built Up Area,1,1,7,1 to 5 Year,Ready To Move,645,Ghansoli Navi-Mumbai,77,19.1193307,72.9995096,905.8823529
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,1.68 Crore,9081,Super Built Up Area,3,3,3,0 to 1 Year,Ready To Move,1850,Ulwe Navi-Mumbai,168,18.97686135,73.02013111,1976.470588
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,1.32 Crore,9777,Super Built Up Area,2,2,10,0 to 1 Year,Ready To Move,1350,Ulwe Navi-Mumbai,132,18.97686135,73.02013111,1552.941176
Kalpataru Sunrise ,Balkum Thane Mumbai,2.5 Crore,15197,Super Built Up Area,3,3,10,1 to 5 Year,Ready To Move,1645,Balkum Thane,250,19.22169075,72.98449242,2941.176471
Unnamed Property,Andheri West Mumbai,2.9 Crore,28320,Carpet Area,2,2,8,5 to 10 Year,Ready To Move,1024,Andheri Mumbai,290,19.1172495,72.833968,3411.764706
Today Global Genesis ,Ulwe Navi Mumbai Mumbai,1 Crore,8810,Built Up Area,2,2,7,0 to 1 Year,Ready To Move,1135,Ulwe Navi-Mumbai,100,18.97686135,73.02013111,1176.470588
New Satara CHS ,3rd Koparkhairane Navi Mumbai Mumbai,98 Lac,9333,Super Built Up Area,2,2,3,10+ Year,Ready To Move,1050,Koparkhairane Navi-Mumbai,98,19.1058398,72.999981,1152.941176
RNA NG Grand Plaza ,Sector 11 Ghansoli Navi Mumbai Mumbai,2.75 Crore,16666,Super Built Up Area,3,3,18,0 to 1 Year,Ready To Move,1650,Ghansoli Navi-Mumbai,275,19.1190978,72.99261249,3235.294118
RNA NG Grand Plaza ,Sector 11 Ghansoli Navi Mumbai Mumbai,1.7 Crore,14166,Super Built Up Area,2,2,10,0 to 1 Year,Ready To Move,1200,Ghansoli Navi-Mumbai,170,19.1190978,72.99261249,2000
Satyam Harmony ,Sector 9 Koparkhairane Navi Mumbai Mumbai,1.5 Crore,13636,Super Built Up Area,2,2,17,0 to 1 Year,Ready To Move,1100,Koparkhairane Navi-Mumbai,150,19.1058398,72.999981,1764.705882
Satyam Harmony ,Sector 9 Koparkhairane Navi Mumbai Mumbai,1.85 Crore,13214,Super Built Up Area,3,2,17,0 to 1 Year,Ready To Move,1400,Koparkhairane Navi-Mumbai,185,19.1058398,72.999981,2176.470588
Bhumiraj Hermitage ,2501 Palm Beach Navi Mumbai Mumbai,4.25 Crore,25103,Super Built Up Area,3,3,25,10+ Year,Ready To Move,1693,Beach Navi-Mumbai,425,19.0842222,73.0063977,5000
Right Grishma Heights ,Kandivali West Mumbai,2.05 Crore,29119,Carpet Area,2,2,8,1 to 5 Year,Ready To Move,704,Kandivali Mumbai,205,19.2084002,72.8422235,2411.764706
Right Grishma Heights ,Kandivali West Mumbai,2.56 Crore,30065,Carpet Area,3,3,17,0 to 1 Year,Ready To Move,850,Kandivali Mumbai,256,19.2084002,72.8422235,3011.764706
Piramal Nagar CHS ,C 01 Goregaon West Mumbai,1.95 Crore,30000,Super Built Up Area,2,2,1,10+ Year,Ready To Move,905,#NAME?,195,19.1633281,72.8411995,2294.117647
Unnamed Property,IC Colony Mumbai,1.4 Crore,22082,Carpet Area,2,2,3,10+ Year,Ready To Move,634,Ic Colony,140,19.2474742,72.8480292,1647.058824
Ganraj Eknath Residency ,Dombivli East Thane Mumbai,25.94 Lac,5293,Built Up Area,1,1,1,0 to 1 Year,Ready To Move,490,Dombivli Thane,25.9,19.2111814,73.091129,304.7058824
Vijay Garden ,kavesar Thane Mumbai,58 Lac,8923,Super Built Up Area,1,1,7,10+ Year,Ready To Move,650,Kavesar Thane,58,19.2623339,72.9722476,682.3529412
Godrej Tranquil ,Kandivali East Mumbai,1.05 Crore,23972,Carpet Area,1,2,5,23-Dec,Under Construction,438,Kandivali Mumbai,105,19.2103809,72.8640837,1235.294118
Hiranandani Northside ,Hiranandani Meadows Thane Mumbai,3.41 Crore,19157,Built Up Area,3,3,8,10+ Year,Ready To Move,1780,Meadows Thane,341,19.2274375,72.97185296,4011.764706
Adhiraj Zinnia ,1402 Kharghar Navi Mumbai Mumbai,2.1 Crore,13125,Super Built Up Area,3,3,15,5 to 10 Year,Ready To Move,1600,Kharghar Navi-Mumbai,210,19.0433404,73.0663401,2470.588235
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,39.75 Lac,8892,Carpet Area,1,1,23,1 to 5 Year,Ready To Move,447,Panvel Navi-Mumbai,39.8,19.0392786,73.0992311,468.2352941
Unnamed Property,1700 Anand Nagar Thane Mumbai,1.7 Crore,12142,Super Built Up Area,3,3,19,0 to 1 Year,Ready To Move,1500,Nagar Thane,170,19.17860295,72.97207161,2000
Satyam Harmony ,Koparkhairane Navi Mumbai Mumbai,1.95 Crore,16182,Super Built Up Area,3,2,17,1 to 5 Year,Ready To Move,1205,Koparkhairane Navi-Mumbai,195,19.10083655,72.99854111,2294.117647
Unnamed Property,Sector 15 Ghansoli Navi Mumbai Mumbai,1.1 Crore,10000,Built Up Area,2,2,2,1 to 5 Year,Ready To Move,1100,Ghansoli Navi-Mumbai,110,19.1229321,72.99130752,1294.117647
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,1.85 Crore,14241,Super Built Up Area,2,2,12,1 to 5 Year,Ready To Move,1299,Ghansoli Navi-Mumbai,185,19.1193307,72.9995096,2176.470588
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,2.75 Crore,19271,Super Built Up Area,3,3,9,1 to 5 Year,Ready To Move,1427,Ghansoli Navi-Mumbai,275,19.1193307,72.9995096,3235.294118
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,1.9 Crore,13314,Super Built Up Area,2,2,20,1 to 5 Year,Ready To Move,1427,Ghansoli Navi-Mumbai,190,19.1193307,72.9995096,2235.294118
Juhi Serenity ,1806 Ghansoli Navi Mumbai Mumbai,1.75 Crore,14583,Super Built Up Area,2,2,18,1 to 5 Year,Ready To Move,1200,Ghansoli Navi-Mumbai,175,19.1193307,72.9995096,2058.823529
Unnamed Property,401 Naupada Thane Mumbai,2.3 Crore,15333,Super Built Up Area,3,3,4,1 to 5 Year,Ready To Move,1500,Naupada Thane,230,19.2000627,72.9666732,2705.882353
Unnamed Property,302 Naupada Thane Mumbai,1.65 Crore,16500,Super Built Up Area,2,2,3,1 to 5 Year,Ready To Move,1000,Naupada Thane,165,19.2000627,72.9666732,1941.176471
Unnamed Property,202 Hiranandani Estate Thane Mumbai,1.2 Crore,17142,Carpet Area,2,2,2,5 to 10 Year,Ready To Move,700,Hiranandani-Estate Thane,120,19.2570093,72.9839263,1411.764706
Unnamed Property,Balkum Thane Mumbai,96 Lac,11750,Built Up Area,2,2,28,0 to 1 Year,Ready To Move,817,Balkum Thane,96,19.22169075,72.98449242,1129.411765
RNA NG Regency ,Balkum Thane Mumbai,53 Lac,9137,Built Up Area,1,1,5,1 to 5 Year,Ready To Move,580,Balkum Thane,53,19.22169075,72.98449242,623.5294118
Orovia Phase 1 ,Hiranandani Estate Thane Mumbai,74 Lac,11111,Built Up Area,1,2,19,1 to 5 Year,Ready To Move,666,Hiranandani-Estate Thane,74,19.2570093,72.9839263,870.5882353
Tharwani Krupa ,Kamothe Navi Mumbai Mumbai,79.75 Lac,8137,Super Built Up Area,2,2,2,1 to 5 Year,Ready To Move,980,Kamothe Navi-Mumbai,79.8,19.0173837,73.0954838,938.8235294
Unnamed Property,2003 Hiranandani Estate Thane Mumbai,1.3 Crore,17333,Carpet Area,2,2,20,5 to 10 Year,Ready To Move,750,Hiranandani-Estate Thane,130,19.2570093,72.9839263,1529.411765
Unnamed Property,Sector 14 Vashi Navi Mumbai Mumbai,1.7 Crore,15454,Built Up Area,2,2,2,10+ Year,Ready To Move,1100,Vashi Navi-Mumbai,170,19.0822973,73.0002778,2000
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,65 Lac,5701,Built Up Area,2,2,34,1 to 5 Year,Ready To Move,1140,Panvel Navi-Mumbai,65,19.0392786,73.0992311,764.7058824
Unnamed Property,Koparkhairane Navi Mumbai Mumbai,1.15 Crore,12777,Built Up Area,2,2,2,10+ Year,Ready To Move,900,Koparkhairane Navi-Mumbai,115,19.10083655,72.99854111,1352.941176
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,1.7 Crore,9189,Super Built Up Area,3,3,8,0 to 1 Year,Ready To Move,1850,Ulwe Navi-Mumbai,170,18.97686135,73.02013111,2000
Hiranandani Rodas Enclave ,Hiranandani Estate Thane Mumbai,1.7 Crore,23383,Carpet Area,2,2,9,1 to 5 Year,Ready To Move,727,Hiranandani-Estate Thane,170,19.2570093,72.9839263,2000
Unnamed Property,Malad West Mumbai,90 Lac,20930,Carpet Area,1,2,3,10+ Year,Ready To Move,430,Malad Mumbai,90,19.1840129,72.8412155,1058.823529
Royal Oasis ,Jankalyan Nagar Mumbai,1.42 Crore,21225,Carpet Area,2,2,13,0 to 1 Year,Ready To Move,669,Jankalyan Nagar,142,19.1068579,72.8671624,1670.588235
Silicon Park ,Jankalyan Nagar Mumbai,82 Lac,11714,Super Built Up Area,1,2,6,5 to 10 Year,Ready To Move,700,Jankalyan Nagar,82,19.1068579,72.8671624,964.7058824
Unnamed Property,Koparkhairane Navi Mumbai Mumbai,1.29 Crore,16125,Carpet Area,2,2,5,10+ Year,Ready To Move,800,Koparkhairane Navi-Mumbai,129,19.10083655,72.99854111,1517.647059
